deprivation,prior_count,density,group,target
-0.16,1,0.25,A,0
0.176,1,0.078,A,0
0.31,3,-0.263,A,1
0.269,2,0.072,B,0
-0.137,3,0.442,B,0
1.645,2,-0.887,B,0
0.075,1,0.536,A,0
-0.251,3,-0.609,A,1
1.798,4,1.535,B,1
-0.778,1,1.04,B,0
1.795,3,-0.997,A,0
-1.995,1,1.23,A,1
-0.402,0,0.407,B,0
-1.67,0,0.53,B,0
-1.362,1,-0.181,B,0
0.453,2,-0.343,B,0
0.286,1,-0.27,A,1
-0.608,3,-0.953,B,0
1.634,5,-1.871,A,0
1.134,3,-0.638,A,0
-0.052,2,-0.643,A,0
-1.809,1,-1.09,B,0
0.959,2,0.582,A,0
-0.483,0,0.244,A,1
0.292,1,-0.592,B,0
0.798,4,-0.311,A,0
-0.401,1,0.223,A,0
1.279,0,-0.727,A,0
-0.38,2,-2.554,A,0
0.539,2,1.196,B,1
0.755,1,-0.115,A,0
0.912,6,0.27,A,0
1.744,4,0.172,B,1
-0.822,1,-1.443,A,0
-1.133,0,-0.687,B,0
-0.321,2,-0.013,A,0
3.044,3,-0.199,A,1
1.351,4,-1.134,B,1
-0.55,1,0.343,A,1
-0.348,0,0.569,B,0
-0.015,2,-0.381,B,0
0.273,1,1.002,A,0
0.641,2,0.533,A,1
0.683,1,0.387,B,1
1.197,3,-0.499,B,0
2.003,6,-0.17,B,1
-0.134,1,0.833,A,0
-0.214,2,-1.449,A,0
-0.364,1,-1.384,A,1
-0.277,2,-0.408,A,0
0.369,3,-0.02,B,0
0.636,1,-0.098,B,1
1.726,3,0.522,A,0
-0.709,2,0.242,B,0
0.359,3,0.021,A,0
-0.841,0,-0.302,A,0
0.405,1,0.817,B,1
2.673,10,1.2,A,0
-0.137,1,-0.296,A,0
2.452,4,0.389,A,0
-0.837,1,-0.258,A,0
-0.46,3,-1.21,A,0
-0.343,1,-1.667,B,0
0.175,2,1.176,A,0
-0.154,3,0.8,A,0
0.764,6,0.402,B,0
-2.748,0,0.998,A,0
-0.98,1,-0.801,B,0
1.894,4,0.891,B,1
-1.408,2,0.348,B,0
-0.357,3,-0.431,A,0
0.612,2,-2.304,B,0
-0.045,3,-1.43,B,1
-0.85,0,1.72,B,0
0.445,1,1.685,A,1
0.836,2,-1.418,A,0
-0.597,3,-1.997,A,0
0.407,3,1.303,A,0
0.861,10,-0.081,A,0
1.08,5,-0.72,A,1
0.37,2,-1.234,A,0
1.709,2,-1.242,A,0
0.047,4,1.305,B,1
-0.983,0,0.249,B,0
-0.218,0,-1.792,A,0
1.212,8,-0.702,B,1
-0.893,2,1.583,A,1
-2.242,0,0.302,A,0
0.46,3,-1.397,A,0
-0.444,0,-0.65,A,0
2.248,7,-0.11,B,1
0.266,0,0.949,A,0
1.237,1,-0.099,A,0
-0.491,0,1.377,B,0
0.594,1,0.263,A,0
0.372,7,-2.292,B,0
1.379,2,0.535,B,1
0.191,3,-0.182,B,1
-0.524,1,-0.506,B,0
1.039,2,0.394,B,0
-0.714,3,-0.249,A,0
-0.817,1,0.201,A,0
-0.044,1,-0.523,A,0
-0.326,1,-0.563,A,0
0.017,1,1.107,A,0
-0.668,2,0.114,A,0
1.12,3,0.41,A,0
1.106,3,-0.578,A,0
0.831,4,1.064,B,0
0.732,3,0.206,A,0
-1.848,0,-0.338,A,0
0.116,1,1.267,A,0
0.858,4,-0.338,A,1
1.341,5,0.181,B,0
-0.204,0,-1.203,A,0
1.304,6,-0.626,A,0
0.307,4,0.777,A,0
-2.583,0,-0.051,A,0
-0.099,5,0.092,A,0
-0.84,1,-0.09,A,0
-0.612,1,-0.049,A,0
1.052,3,-0.54,B,0
0.297,2,-0.471,B,0
-0.518,0,-0.294,A,0
-0.677,0,-0.29,A,0
0.438,2,0.462,A,0
-0.184,2,0.429,A,0
0.697,1,1.318,A,0
-0.826,2,0.693,B,0
-0.381,3,-0.886,B,0
-1.12,1,-0.67,B,0
-0.554,2,0.931,A,0
2.178,8,0.66,A,1
-0.736,0,1.039,A,0
-0.473,0,-0.004,A,0
-0.824,2,-0.26,A,0
-0.183,1,0.342,B,0
-0.072,3,-1.374,A,0
1.218,1,-0.198,A,1
-0.406,0,1.959,B,0
0.114,2,-0.33,B,0
-1.874,0,-0.016,A,0
-0.865,3,-0.203,B,1
1.086,5,1.503,B,1
-0.856,0,-1.185,A,0
0.768,5,0.675,A,0
-0.926,0,-0.4,B,0
-0.173,3,-0.65,B,0
1.715,6,-1.676,B,1
0.745,4,1.714,B,1
-1.952,1,0.723,B,0
3.221,10,-1.327,A,0
-1.039,0,-1.259,B,0
1.866,4,-0.646,B,0
-0.446,2,0.499,A,0
-1.229,1,-0.128,B,0
-0.451,4,-0.913,A,0
-0.653,0,-0.081,B,1
-0.548,1,1.268,B,0
0.06,1,0.595,A,0
0.478,0,-1.806,A,1
1.42,8,-1.052,B,0
0.214,0,-0.131,B,0
0.077,0,0.134,A,0
-0.723,2,1.309,A,0
-0.28,1,-0.01,A,0
-0.504,1,0.539,B,0
-1.373,0,-2.187,A,0
2.551,10,-0.398,A,1
0.242,2,0.699,A,0
0.255,3,1.888,A,0
1.218,5,-1.34,B,1
-2.582,0,-0.172,A,0
2.239,5,-1.762,B,1
-0.859,4,-0.204,B,0
-0.883,1,1.042,B,0
-0.543,5,0.923,B,0
0.984,2,-0.049,B,1
2.144,4,-0.258,B,1
1.64,2,2.601,B,1
-0.482,3,-0.218,B,0
-1.798,0,-0.551,B,0
-0.414,1,-0.564,B,0
-0.64,0,-1.469,A,0
-1.645,0,0.438,A,0
0.583,2,0.648,B,0
0.004,5,0.613,A,0
0.501,0,0.773,B,0
0.732,3,-0.597,A,0
0.685,4,-0.166,B,1
-0.064,5,1.15,B,0
1.64,7,-0.472,A,0
-0.49,0,-0.563,A,1
-0.639,2,0.993,B,0
-0.232,1,-0.798,A,0
0.538,0,-1.146,B,0
0.682,3,-1.051,A,0
-0.34,2,2.701,A,0
-0.319,0,1.005,A,0
1.305,5,0.62,B,0
-1.308,1,-0.94,B,0
2.747,11,0.498,B,1
-0.301,2,1.694,B,0
-0.204,2,0.36,A,0
0.37,1,-1.106,B,0
0.532,1,0.534,A,0
-0.655,2,-0.161,B,0
0.338,4,0.137,A,1
-0.934,2,-0.966,A,0
-0.599,0,-0.762,B,0
-1.605,0,-0.473,B,0
0.141,2,-0.778,B,0
-0.176,3,-0.059,A,0
-2.014,1,-0.684,B,0
-0.681,1,1.637,A,0
-0.029,4,0.492,A,0
0.859,0,0.758,A,0
-1.282,1,-0.139,B,0
-0.301,1,-2.005,A,0
-1.1,1,0.839,B,0
0.725,6,-0.11,B,0
-0.668,1,0.417,B,0
0.519,2,-0.071,A,1
-0.358,5,-2.227,B,0
-1.704,2,-0.43,B,1
-0.07,1,-0.826,B,0
-1.184,1,0.208,B,1
1.119,2,0.458,A,0
1.818,3,2.155,A,0
0.638,3,0.467,A,0
-0.641,1,-0.56,A,0
0.022,2,-0.423,A,0
0.29,2,0.516,A,1
1.085,4,0.845,A,1
-0.188,2,-1.246,B,0
0.408,2,-0.247,A,0
-1.679,1,-0.155,A,0
0.242,1,-1.616,A,0
-0.86,2,0.72,A,0
0.043,2,0.225,B,0
-1.038,2,-0.196,A,1
0.411,1,0.243,A,0
0.638,3,0.653,A,0
-0.233,0,1.934,B,0
-0.866,1,0.655,A,0
0.574,2,-1.145,A,0
1.557,4,2.82,A,1
1.922,5,-1.122,B,0
0.396,1,0.39,A,0
0.278,3,-0.207,A,0
-1.315,1,-0.118,A,0
1.314,2,0.379,B,1
-2.323,0,0.455,A,0
1.192,4,1.38,A,1
0.027,3,-0.658,B,0
-2.432,1,0.4,A,0
0.337,1,0.608,A,0
-0.156,0,2.353,B,0
-0.449,0,0.5,B,0
-0.27,1,-1.15,B,0
-0.019,1,1.374,A,0
-0.022,3,-0.443,A,0
-1.476,5,-0.861,A,0
0.403,1,1.327,B,1
-0.38,0,0.133,A,0
1.587,6,-0.199,A,0
0.86,3,1.686,A,0
0.973,4,-0.513,A,0
1.862,1,-0.52,A,1
0.736,0,0.497,A,0
-0.146,2,-2.257,B,1
-2.559,1,0.161,A,0
0.241,3,0.08,A,0
1.731,4,-0.854,B,0
0.895,3,-0.017,A,0
-0.508,3,0.259,B,0
0.06,2,-0.043,A,1
-0.556,1,0.816,A,0
0.306,0,0.27,A,1
-0.51,0,-0.169,A,0
1.439,1,0.701,A,1
0.12,1,0.268,A,1
0.258,2,3.001,A,1
-0.828,2,1.023,A,0
-0.418,1,-0.529,A,0
-1.156,0,-1.719,A,0
1.417,2,-0.678,A,0
-0.513,4,-2.042,A,0
0.16,1,0.665,B,0
-1.549,2,-0.291,A,0
-1.232,3,-0.769,A,0
-0.25,2,0.598,A,0
-0.311,2,-0.369,A,0
0.245,4,0.394,A,0
2.011,6,-0.266,A,1
-2.017,0,0.077,A,0
0.978,2,1.29,A,1
0.498,1,0.915,A,0
-0.618,0,1.433,A,0
-0.434,2,0.344,B,0
1.12,4,-1.81,B,1
-0.062,0,-0.684,A,0
-0.322,3,-1.615,B,0
-1.049,1,0.919,A,0
-0.836,1,0.015,B,0
-1.216,0,1.259,B,0
0.885,1,1.038,A,0
-0.784,1,-0.126,A,0
-1.194,0,1.746,B,0
0.175,2,0.959,B,1
-0.816,2,0.081,A,0
1.547,1,0.435,A,0
0.041,2,1.414,B,0
0.205,1,0.448,B,0
0.208,0,-0.666,B,0
0.571,2,-1.177,A,0
0.71,1,-0.265,A,1
0.029,3,-0.681,A,1
-1.016,1,0.204,A,0
-0.154,0,-0.515,A,0
0.059,0,-0.384,B,0
-1.632,0,1.213,A,0
-2.105,0,1.656,B,0
-1.213,1,-0.777,A,0
-1.951,1,-0.359,A,0
-0.486,0,-0.23,A,0
-0.773,0,0.314,A,0
0.089,1,0.344,A,1
0.709,3,-0.508,A,0
0.289,3,0.51,A,0
0.434,2,-0.462,B,1
0.946,5,-0.373,B,1
-0.326,1,-0.909,A,0
-2.607,0,1.035,A,0
-1.744,2,0.909,B,0
0.498,3,0.347,B,1
0.196,2,0.663,A,0
0.695,6,1.109,B,0
2.842,4,0.752,A,1
0.219,4,0.728,B,0
-0.096,3,-0.429,A,0
0.346,1,-1.503,A,0
-1.19,0,-0.791,A,0
0.755,2,2.195,A,1
-0.171,4,-0.237,A,0
1.683,7,1.601,A,0
-1.601,2,0.542,B,0
0.005,1,-0.03,A,0
-0.628,4,-0.902,A,0
-1.066,2,-0.703,B,0
0.623,5,-0.132,B,0
-0.318,0,-0.135,A,0
1.331,8,0.546,B,0
-0.531,1,-0.678,B,0
-0.393,1,-0.642,A,0
2.015,7,0.872,A,0
-1.351,1,1.899,B,0
-0.784,2,0.085,A,0
-3.09,0,0.443,A,0
-0.447,2,-0.147,B,0
0.691,1,-0.064,B,1
0.41,2,-0.212,B,0
0.144,5,-0.35,B,0
-0.876,1,0.555,A,0
-0.19,1,0.617,B,0
-0.398,1,-0.244,A,0
-0.005,1,-0.574,B,0
0.174,1,-0.477,A,0
-0.351,2,0.652,A,0
0.024,2,-0.802,A,0
-0.098,2,-1.017,B,0
-0.675,1,0.282,A,0
0.08,2,-0.067,A,0
-1.277,3,-0.139,A,0
0.181,4,0.833,B,0
-1.111,1,-0.052,B,0
-0.026,1,-0.655,A,0
0.465,1,0.171,B,0
-0.926,0,-0.652,A,0
1.033,1,0.885,B,0
1.788,7,0.022,A,1
-0.65,0,-1.029,B,0
-0.145,2,0.156,A,0
1.212,4,-0.795,B,1
-1.798,1,1.027,B,0
0.033,1,-0.099,B,0
-0.302,2,0.63,A,0
0.9,5,-0.618,B,0
-0.245,2,-0.193,B,0
0.452,1,0.415,A,0
-0.823,1,-0.157,A,0
0.952,3,-0.892,B,0
-1.122,0,0.718,A,0
0.871,4,0.283,B,0
0.076,0,-1.075,B,0
-2.354,0,-0.363,A,0
0.063,2,-0.82,B,0
0.607,3,-0.486,A,1
-1.229,1,-0.452,A,0
-0.847,2,-0.237,A,0
0.089,4,-1.419,B,0
-0.512,1,-0.416,B,0
0.33,0,0.963,B,1
-0.209,3,1.724,B,1
-1.32,1,-1.141,A,0
2.328,4,1.079,A,1
-0.34,0,2.236,A,1
0.124,1,-0.196,B,0
1.772,7,0.511,B,1
0.863,4,1.015,A,0
0.548,4,-0.436,B,0
1.058,5,0.951,B,1
0.551,4,-0.191,A,1
0.551,3,0.958,A,1
0.567,5,1.517,B,1
-0.169,1,1.259,A,0
1.075,1,-0.314,A,0
0.674,0,0.599,A,0
-2.3,1,-0.469,A,0
0.851,4,-1.14,A,0
-0.793,3,-0.221,B,0
0.243,2,0.818,B,0
-1.672,0,-0.272,B,0
-0.583,4,1.456,A,0
-0.364,3,0.078,A,0
0.537,2,-1.07,A,0
-0.588,1,-0.274,A,0
-2.166,0,-0.64,A,0
-0.49,0,1.318,B,1
-0.381,1,0.505,B,0
0.633,3,-0.062,B,0
0.148,1,0.745,A,1
-0.767,0,-0.773,B,0
0.277,1,-1.135,B,0
1.834,5,-1.256,A,0
1.17,5,-1.828,A,0
-1.909,1,-1.061,A,0
2.475,3,0.565,B,1
1.184,4,0.73,B,0
1.585,2,-0.868,B,1
-1.52,1,-2.009,A,0
-0.414,2,-0.405,B,0
0.589,2,0.5,A,0
-1.122,1,0.834,A,0
0.528,4,0.243,B,0
1.633,3,-1.006,A,1
-0.333,2,0.728,B,0
1.703,3,0.395,A,1
0.702,1,0.74,B,1
-1.859,0,-0.891,A,0
-0.869,1,0.513,B,0
1.108,3,0.868,B,1
-1.032,1,-1.351,A,0
1.079,6,-0.616,B,0
0.612,5,-1.521,A,0
0.312,2,-0.812,A,0
-0.577,1,-0.104,B,0
0.301,2,-1.448,A,0
1.682,6,1.112,A,1
-0.39,1,1.127,B,0
0.61,1,-0.13,B,0
2.006,11,-0.657,B,0
0.262,2,-0.044,A,0
-0.491,3,1.459,B,1
-0.502,2,0.625,B,0
-2.084,0,-1.799,B,0
-1.211,2,-2.254,A,0
0.338,0,-0.906,B,0
0.97,7,-0.043,B,0
-0.426,3,-1.702,B,0
0.957,2,-0.206,B,0
0.894,5,-1.676,A,0
-0.771,1,0.008,A,0
-0.596,2,0.218,A,0
-1.346,2,1.704,B,0
0.744,4,-0.132,A,0
0.004,2,-0.355,A,0
0.888,3,1.334,A,0
-0.06,1,0.653,B,1
-0.941,2,0.043,B,0
0.78,5,-0.304,A,0
-1.982,1,1.701,A,0
-0.337,0,-0.732,A,0
-0.774,1,-1.477,B,0
1.526,4,-0.192,B,0
1.75,0,-0.316,B,1
0.423,1,1.205,A,0
-0.579,2,0.156,A,0
1.721,4,0.915,B,0
-0.698,0,-2.56,A,1
-1.384,0,-0.334,A,0
-1.987,0,1.476,A,1
0.102,0,-1.079,A,0
-1.715,1,-0.279,A,0
1.419,2,0.839,A,0
-0.58,1,-0.505,B,0
-1.286,3,0.782,B,0
1.116,2,-0.604,B,1
0.876,3,-0.037,B,0
1.663,9,0.671,B,1
-1.7,0,-1.092,A,0
-1.91,0,-0.814,A,0
1.561,1,0.914,B,1
-2.806,0,-0.788,B,0
-1.215,0,0.126,A,0
0.055,3,0.974,A,0
-1.329,1,0.092,A,0
0.211,2,0.273,A,0
-1.149,1,1.55,B,0
1.29,5,2.301,B,0
0.718,0,0.136,A,0
0.275,2,-0.424,A,0
-0.355,3,0.833,A,0
-1.033,3,-0.777,A,0
-0.135,2,1.313,B,0
-1.232,1,-0.547,B,0
1.917,5,-0.423,A,1
0.319,0,-1.026,B,0
-0.87,0,-0.849,A,0
1.566,4,1.18,A,1
-0.046,0,0.342,B,0
1.399,4,-0.053,A,1
1.368,5,2.05,B,0
0.436,1,0.118,A,0
-1.269,0,-0.018,B,0
-0.581,2,-1.113,A,0
3.589,7,-0.809,A,0
-0.551,2,-0.936,B,0
-0.257,2,-0.686,A,0
-0.472,2,-0.468,B,0
-0.94,2,-0.285,A,0
0.704,2,0.699,B,0
-1.339,3,-0.025,A,0
-0.831,1,1.788,A,0
0.309,3,0.63,A,0
-0.251,3,-0.707,B,0
0.163,1,0.452,B,1
-0.031,0,0.151,A,0
-1.172,2,1.397,A,0
1.465,1,0.821,A,1
1.143,5,0.068,A,1
-0.956,1,1.749,A,0
0.477,0,0.557,A,0
-0.491,2,0.601,B,0
1.083,4,1.503,B,1
0.859,2,0.857,B,0
1.256,1,0.216,A,0
-0.947,1,-0.078,A,0
-1.355,1,-2.019,B,0
-1.858,0,-1.846,B,0
2.675,6,-0.117,A,1
0.906,2,-0.555,B,0
1.245,6,0.019,A,0
-1.434,1,1.017,A,0
0.635,3,-0.773,A,0
-1.722,0,-1.576,A,0
0.455,3,-1.299,A,0
0.02,1,-0.984,A,0
-0.298,1,-1.14,B,0
-0.542,0,0.043,B,1
1.176,4,1.539,B,1
-0.523,2,0.615,A,0
1.353,2,0.689,B,1
-0.047,2,0.219,A,0
0.374,2,-1.239,B,0
0.55,3,2.241,A,0
0.46,3,-0.318,B,0
0.228,3,0.776,A,0
2.153,11,-2.238,B,0
1.129,5,-0.089,A,1
-2.557,0,-0.172,A,0
-0.208,0,-0.267,A,0
1.486,1,-1.401,A,0
-0.813,0,0.198,A,0
0.005,2,1.22,A,0
0.079,1,2.1,A,0
1.592,2,1.649,B,0
-1.047,1,1.265,A,0
-0.903,0,1.709,A,0
0.506,1,1.826,B,0
0.345,2,-0.924,A,0
0.522,3,0.252,B,1
0.322,0,-1.276,A,0
-0.119,0,0.539,B,0
0.56,5,-0.246,B,0
0.205,2,-0.155,A,0
-0.249,5,-0.274,B,0
-0.063,2,-2.496,A,0
-0.54,1,-1.909,A,0
-0.708,2,0.856,A,0
0.558,3,-0.674,A,0
-1.307,0,1.023,A,0
0.689,5,-0.161,B,1
-0.264,2,-1.586,B,0
-0.103,1,-1.401,B,0
-0.177,3,-0.672,A,0
0.503,1,-0.928,B,0
1.48,4,-0.088,A,0
1.804,4,0.252,A,0
1.048,2,0.34,A,0
0.079,1,0.228,B,1
0.799,1,0.884,B,0
-2.022,0,1.003,B,0
0.608,1,-0.93,B,0
0.39,2,-1.865,B,0
-1.545,1,-0.679,A,0
-0.581,0,0.083,A,1
0.278,2,-0.525,B,0
0.382,2,0.633,B,0
0.957,5,-1.332,A,0
1.67,1,1.58,B,0
-0.149,0,0.784,A,0
-1.138,1,-0.385,B,0
0.822,3,-0.764,A,0
1.288,4,-0.152,A,0
1.268,2,1.148,A,0
0.471,5,-0.399,B,0
2.0,2,-0.582,A,1
-0.274,4,-0.005,A,0
1.599,5,-1.255,A,0
-1.16,0,1.076,B,0
-2.266,0,0.621,A,0
-1.177,0,0.906,A,0
-0.575,2,1.386,A,0
0.001,3,-0.791,A,0
-0.933,2,0.015,B,0
0.128,4,-0.095,B,0
0.647,3,1.584,A,0
0.353,1,-0.414,B,1
-0.138,4,-1.79,A,0
1.203,3,-0.46,A,0
-0.8,3,0.886,A,0
-0.241,2,0.533,B,0
-0.55,2,-0.094,B,0
0.653,4,-0.38,A,0
-0.425,2,0.341,B,0
0.4,5,0.566,A,0
0.816,2,0.217,B,0
-0.507,3,-0.349,B,0
-1.598,0,-0.031,B,0
-0.225,1,-0.547,B,0
-0.796,2,1.034,A,0
-0.642,4,-0.132,A,0
-2.471,0,-0.935,A,0
-1.62,1,2.259,A,0
0.8,2,-0.728,A,0
-0.937,0,-0.893,A,0
1.156,1,-1.204,A,1
-0.716,1,-0.687,B,0
0.486,1,0.746,B,0
-0.253,2,-1.581,A,0
0.65,3,0.161,B,0
-0.253,3,-0.583,B,0
0.213,2,-0.812,A,0
1.231,4,-1.739,B,0
0.471,2,-0.044,B,1
-0.688,1,-1.714,A,0
-1.873,1,-0.281,A,0
-0.109,1,0.341,A,1
0.43,5,-2.259,A,0
0.154,2,0.694,B,0
-0.878,0,-1.977,B,0
0.152,2,1.816,B,0
0.66,1,-0.194,A,0
1.394,3,-0.863,A,0
-0.226,2,0.205,A,0
2.457,9,-0.901,A,0
1.453,3,-2.429,B,0
0.168,1,1.138,A,0
0.262,2,-0.347,B,0
1.389,0,0.076,A,0
-0.963,2,-0.165,A,0
-0.802,0,-0.83,A,0
-1.288,2,-1.117,A,0
-0.255,2,0.729,A,0
-0.86,1,0.512,B,0
-0.355,3,-0.043,B,0
-0.035,2,1.022,B,0
-1.378,0,-0.074,B,0
1.366,2,1.118,B,0
1.192,2,1.476,A,0
-0.46,1,1.083,B,0
1.482,3,0.41,A,1
0.388,3,-1.01,B,0
1.099,0,0.443,B,0
-1.357,0,-0.474,B,0
-0.336,2,0.72,A,0
0.628,2,1.615,A,0
-0.164,3,-0.09,B,0
-0.176,3,-1.12,B,1
-0.111,3,0.701,B,0
0.373,5,-0.008,A,0
0.111,4,1.536,A,0
1.558,4,0.054,A,1
-0.989,3,-0.07,A,0
0.095,2,0.096,A,0
0.704,2,0.308,A,0
-1.244,2,-1.982,B,0
-0.344,4,-0.812,A,0
0.174,4,1.107,A,0
1.503,6,-0.652,A,1
0.136,1,-0.029,B,0
0.758,1,-0.229,A,0
0.823,5,-0.687,A,0
-2.756,1,-0.161,A,0
0.08,0,-1.022,A,0
-0.436,0,-1.481,B,0
1.503,10,0.206,A,0
0.699,2,1.612,B,1
0.875,5,0.747,A,0
0.52,0,0.768,A,0
0.105,1,1.054,A,0
0.836,0,0.206,A,0
-0.021,1,0.024,A,0
1.284,5,-0.859,B,0
-1.069,0,0.788,A,0
1.038,4,0.277,A,1
-0.363,1,-0.688,A,0
0.679,1,-0.315,B,0
-1.572,0,-1.127,B,1
0.27,2,0.525,A,0
-0.151,1,1.545,B,0
-0.045,2,-1.13,B,1
-1.768,1,1.045,B,0
0.033,2,1.209,A,0
0.13,2,-1.163,B,0
-1.782,0,-2.067,A,0
-1.151,0,0.063,A,0
0.158,0,-0.174,A,0
0.407,4,-0.22,A,0
-0.051,1,1.127,B,0
0.045,0,-0.352,A,0
0.027,1,2.419,A,1
-0.545,1,-1.536,A,0
-0.178,3,-0.867,B,0
-1.402,0,-0.873,B,0
-0.585,0,-0.187,A,0
-0.042,1,1.42,A,0
1.236,4,-1.117,A,0
-0.122,1,-0.904,A,0
2.061,2,-0.635,A,1
1.93,2,-0.09,B,1
0.07,4,0.162,B,0
-0.414,1,-0.39,A,1
2.266,4,-1.289,A,0
0.746,3,-0.097,A,0
0.439,1,1.434,A,0
-0.721,1,0.915,B,1
-0.428,2,-0.457,B,0
-1.0,0,0.071,A,0
1.488,5,0.499,A,0
0.502,3,0.885,A,1
-0.31,0,1.535,B,0
-0.472,2,0.269,A,0
-0.991,1,-1.173,A,0
-0.07,4,-1.531,A,0
0.171,3,0.603,A,0
-2.276,1,-1.447,B,0
-0.964,2,0.816,A,0
-0.677,0,-0.596,A,0
1.085,5,-1.215,B,1
-0.554,1,0.513,A,0
-1.794,4,-1.023,A,0
-1.101,1,0.472,A,0
1.724,5,0.183,B,1
-0.373,3,-1.901,B,0
-1.038,0,1.416,B,0
-1.674,1,1.294,A,0
0.024,3,0.952,A,1
0.13,1,0.973,A,0
0.441,4,-0.729,B,1
2.727,10,1.159,B,1
-1.236,1,0.758,B,0
-0.369,1,-2.092,B,0
0.292,2,-0.965,A,0
-0.438,2,-0.758,A,0
-2.066,0,1.478,B,0
0.511,3,-0.966,A,0
-0.631,1,-0.587,B,0
-1.064,0,-1.284,A,0
-0.893,0,-0.478,B,0
1.551,3,1.034,A,0
1.299,2,-1.423,B,0
-1.091,3,0.472,A,1
-1.732,1,-0.877,A,0
0.898,1,1.884,B,0
2.058,5,0.115,B,1
2.333,9,-0.084,B,1
-1.416,1,-0.581,A,0
1.358,1,0.215,A,1
-0.005,0,-1.471,A,0
-1.93,1,0.097,B,0
-0.86,3,-0.587,B,0
-0.786,1,-0.63,A,0
0.475,2,2.06,B,1
-1.367,1,1.404,B,0
0.944,7,1.46,B,1
0.475,5,0.85,A,0
1.02,3,0.408,A,0
-0.66,2,1.468,A,0
0.397,2,0.328,A,1
-1.036,1,0.618,B,0
0.677,6,1.387,B,0
-0.237,0,0.816,A,1
-0.139,3,0.443,A,0
-0.033,1,0.796,B,0
-1.741,1,0.111,B,0
1.19,4,0.508,A,0
0.083,8,0.604,A,0
1.194,3,-1.234,A,0
1.12,6,-0.736,A,0
-0.813,3,0.728,A,0
-0.27,1,0.132,A,1
-1.551,1,-0.018,A,0
1.226,2,0.294,A,1
0.325,2,-1.983,B,0
0.201,6,-0.169,A,0
-0.276,0,-0.161,A,0
-0.97,2,0.18,A,0
1.283,6,0.855,A,1
2.005,4,-0.365,A,1
1.322,4,1.344,B,1
-0.167,2,-0.973,A,0
0.39,3,0.694,B,0
1.07,3,-0.519,A,0
0.094,5,1.168,A,0
1.945,8,0.221,B,1
1.248,5,-1.206,B,0
2.785,5,0.103,B,1
0.194,3,0.401,A,1
-2.415,0,0.225,A,0
0.072,0,0.329,A,1
-0.38,4,-0.225,A,1
0.173,1,-0.559,B,0
1.783,2,-1.644,B,0
-0.542,2,0.583,B,0
-0.832,2,0.508,A,0
-0.647,0,1.91,A,0
2.154,4,-0.041,B,0
-0.461,1,0.278,A,0
0.259,3,0.151,A,0
1.846,10,0.866,A,1
0.664,3,-0.514,A,0
-2.255,0,0.151,A,0
-0.483,1,0.027,A,0
-0.653,0,0.744,B,0
-1.743,0,2.222,B,1
-0.476,3,0.331,A,0
-2.722,0,-1.445,A,0
0.325,1,-1.172,A,0
0.007,0,1.055,A,0
-0.708,1,-1.664,B,0
-1.809,2,0.316,A,0
1.394,4,-0.731,A,0
-0.568,2,2.698,B,0
1.098,3,-1.212,A,0
-0.126,1,-0.662,B,0
1.459,0,0.781,B,0
0.584,1,-0.232,A,1
0.111,2,-0.719,A,0
-0.84,1,-0.966,A,0
1.299,4,-0.657,B,1
-0.205,0,-0.906,A,0
-0.815,1,-0.013,A,0
-0.157,2,1.925,B,0
-0.046,1,2.062,A,1
0.874,7,2.045,B,1
-1.882,0,-0.13,B,0
2.383,8,0.716,B,1
0.463,3,0.127,A,0
-0.016,3,-0.821,A,0
0.444,3,-1.804,B,0
-1.531,1,-1.762,A,0
0.124,1,0.155,B,1
0.65,0,-1.364,B,1
-0.295,4,-0.795,B,0
0.524,3,0.369,B,1
0.793,4,-2.332,B,0
-0.728,1,1.468,B,0
1.249,4,0.053,B,1
-0.06,3,-0.376,A,0
1.907,8,-0.638,A,0
1.309,5,0.473,B,1
0.406,2,-0.965,B,0
-0.812,3,1.321,B,1
-0.112,2,0.868,B,0
1.008,3,-0.724,A,0
-0.56,3,-0.196,B,0
0.433,2,1.213,A,0
0.546,2,0.406,A,0
-0.112,2,-0.226,A,0
-0.822,1,-0.744,B,0
1.598,4,-0.112,A,0
0.475,1,-0.414,A,0
-0.302,1,0.309,B,1
-0.79,0,-0.314,B,0
0.899,6,-0.967,A,0
-0.069,0,1.097,B,0
0.977,3,0.543,A,1
-0.922,0,-0.998,B,0
0.303,5,-0.59,A,0
-0.48,0,0.71,A,0
1.741,6,-0.839,A,1
0.368,2,-0.17,A,1
-0.996,0,-0.291,B,0
0.935,3,-0.723,B,1
1.235,1,-1.062,A,0
-0.337,3,-0.055,B,0
-0.81,0,-0.93,B,0
-2.203,0,-0.596,B,0
1.101,1,0.849,A,1
-1.753,2,-0.717,B,0
-0.048,1,0.457,A,0
-1.725,1,0.957,B,0
1.801,2,-0.107,A,0
1.335,3,0.51,A,0
0.3,4,-0.857,B,1
1.048,0,0.741,B,0
-0.132,1,0.645,A,0
-0.825,0,1.455,B,0
-1.676,0,1.172,A,0
0.792,3,0.264,A,0
-1.009,1,2.76,A,0
2.527,9,0.884,A,1
-1.112,1,1.273,B,0
1.012,1,-0.461,B,0
1.276,1,-0.369,A,1
-1.34,2,0.072,B,0
-0.45,0,-1.002,B,0
-0.23,1,0.038,A,0
3.483,9,-0.039,A,1
